property_id,listing_type,property_type,neighborhood,town,bedrooms,bathrooms,parking_spaces,floor_size_sqm,land_size_acres,year_built,floor_number,condition,furnishing,has_swimming_pool,has_gym,has_borehole,has_backup_generator,has_security,has_garden,is_gated_community,distance_to_cbd_km,location_tier,price_ksh
1038,For Rent,Studio,Juja,Kiambu,0,1,0,15,,2003,3,Fair,Furnished,0,0,0,0,1,0,0,36.0,affordable,6000
1040,For Rent,Apartment,Kiambu,Kiambu,3,2,1,30,,2016,2,Fair,Semi-Furnished,0,0,0,0,1,0,0,15.0,affordable,23000
1042,For Rent,Townhouse,Kiambu,Kiambu,4,4,2,275,,2022,0,New,Furnished,0,0,0,0,0,0,0,15.0,affordable,34000
1043,For Rent,Apartment,Kiambu,Kiambu,3,3,2,200,,2011,8,Fair,Unfurnished,0,0,0,0,1,0,1,15.0,affordable,26000
1053,For Rent,Apartment,Kiambu,Kiambu,4,3,1,192,,2017,0,Excellent,Furnished,0,0,1,0,1,0,1,15.0,affordable,32000
1054,For Rent,Apartment,Kiambu,Kiambu,2,1,1,98,,2009,7,Excellent,Unfurnished,0,0,0,0,1,0,0,15.0,affordable,31000
1056,For Rent,Bungalow,Kiambu,Kiambu,2,1,1,102,0.551,2021,0,Good,Furnished,0,0,1,0,1,1,0,15.0,affordable,39000
1058,For Rent,Bungalow,Kiambu,Kiambu,3,2,2,139,0.493,2009,0,Fair,Furnished,0,0,0,0,1,1,0,15.0,affordable,59000
1059,For Rent,Apartment,Kiambu,Kiambu,4,3,1,171,,2006,8,Good,Unfurnished,0,0,1,0,1,0,0,15.0,affordable,35000
1060,For Rent,Apartment,Kiambu,Kiambu,2,1,0,80,,2013,0,Fair,Unfurnished,0,0,1,0,1,0,0,15.0,affordable,15000
1061,For Rent,Apartment,Kiambu,Kiambu,3,3,1,124,,2010,7,Excellent,Furnished,0,0,0,0,1,0,0,15.0,affordable,40000
1062,For Rent,Townhouse,Kiambu,Kiambu,2,1,1,114,,2013,0,Good,Unfurnished,0,0,1,0,1,0,0,15.0,affordable,30000
1065,For Rent,Apartment,Ruiru,Kiambu,3,2,2,180,,2013,5,Excellent,Unfurnished,0,0,0,0,1,0,0,24.0,affordable,37000
1066,For Rent,Bungalow,Ruiru,Kiambu,2,2,2,114,0.971,2013,0,Excellent,Unfurnished,0,0,0,0,1,1,0,24.0,affordable,21000
1067,For Rent,Townhouse,Ruiru,Kiambu,4,3,2,154,,2018,0,Good,Unfurnished,0,0,0,0,0,0,1,24.0,affordable,32000
1068,For Rent,Bungalow,Ruiru,Kiambu,4,4,2,168,1.04,2020,0,Excellent,Furnished,0,0,0,0,1,1,0,24.0,affordable,51000
1069,For Rent,Apartment,Ruiru,Kiambu,3,3,2,151,,2018,7,Fair,Furnished,0,0,0,0,1,0,0,24.0,affordable,46000
1071,For Rent,Townhouse,Ruiru,Kiambu,3,2,2,136,,2018,0,Excellent,Unfurnished,0,0,0,0,1,0,1,24.0,affordable,36000
1073,For Rent,Townhouse,Ruiru,Kiambu,4,3,1,98,,1995,0,New,Unfurnished,0,0,0,0,1,0,0,24.0,affordable,28000
1077,For Rent,Bungalow,Ruiru,Kiambu,3,3,2,117,1.053,2023,0,Excellent,Semi-Furnished,0,0,0,0,1,1,0,24.0,affordable,26000
1080,For Rent,Apartment,Ruiru,Kiambu,2,1,2,182,,2007,6,Excellent,Unfurnished,0,0,0,0,1,0,1,24.0,affordable,22000
1084,For Rent,Apartment,Ruiru,Kiambu,2,2,1,124,,2023,8,New,Unfurnished,0,0,1,0,1,0,0,24.0,affordable,29000
1087,For Rent,Apartment,Ruiru,Kiambu,3,2,2,154,,2018,5,New,Semi-Furnished,0,0,1,0,1,0,0,24.0,affordable,33000
1088,For Rent,Bungalow,Ruiru,Kiambu,1,1,2,70,0.95,2000,0,Excellent,Semi-Furnished,0,0,1,0,1,1,0,24.0,affordable,29000
1091,For Rent,Bungalow,Ruiru,Kiambu,2,1,1,95,0.129,2022,0,Good,Semi-Furnished,0,0,1,0,1,1,1,24.0,affordable,28000
1092,For Rent,Bungalow,Ruiru,Kiambu,2,1,2,120,0.533,2013,0,New,Semi-Furnished,0,0,1,0,1,1,0,24.0,affordable,36000
1094,For Rent,Bungalow,Bamburi,Mombasa,5,4,2,280,0.114,2004,0,Excellent,Furnished,0,0,1,0,1,1,0,10.5,mid,63000
1095,For Rent,Apartment,Bamburi,Mombasa,1,1,1,82,,2012,10,New,Semi-Furnished,0,0,0,0,0,0,0,10.5,mid,43000
1099,For Rent,Townhouse,Bamburi,Mombasa,3,2,1,93,,2006,0,Excellent,Furnished,0,0,1,0,1,0,0,10.5,mid,74000
1100,For Rent,Bungalow,Bamburi,Mombasa,4,3,3,127,0.189,2010,0,Fair,Furnished,0,0,0,0,0,1,0,10.5,mid,74000
1101,For Rent,Townhouse,Bamburi,Mombasa,4,3,2,204,,2002,0,Good,Semi-Furnished,0,0,1,0,1,0,0,10.5,mid,61000
1102,For Rent,Townhouse,Bamburi,Mombasa,4,3,2,199,,2019,0,Good,Furnished,0,0,0,0,0,0,0,10.5,mid,52000
1104,For Rent,Townhouse,Bamburi,Mombasa,4,3,2,151,,1999,0,Good,Semi-Furnished,0,0,1,0,1,0,0,10.5,mid,61000
1105,For Rent,Townhouse,Bamburi,Mombasa,5,4,1,152,,2016,0,Excellent,Semi-Furnished,0,0,0,0,1,0,0,10.5,mid,49000
1107,For Rent,Apartment,Bamburi,Mombasa,1,1,1,74,,1992,6,Excellent,Semi-Furnished,0,0,0,0,1,0,0,10.5,mid,43000
1108,For Rent,Apartment,Bamburi,Mombasa,1,1,2,57,,2012,11,New,Unfurnished,0,0,1,0,1,0,0,10.5,mid,34000
1110,For Rent,Bungalow,Bamburi,Mombasa,4,3,3,148,0.451,2006,0,New,Unfurnished,0,0,1,0,1,1,0,10.5,mid,46000
1112,For Rent,Bungalow,Bamburi,Mombasa,5,4,2,238,0.492,2004,0,New,Semi-Furnished,0,0,1,0,1,1,0,10.5,mid,59000
1114,For Rent,Apartment,Bamburi,Mombasa,3,2,0,99,,2020,3,Excellent,Unfurnished,0,0,1,0,0,0,0,10.5,mid,41000
1117,For Rent,Apartment,Bamburi,Mombasa,3,2,1,125,,2008,2,New,Unfurnished,0,0,1,0,0,0,0,10.5,mid,53000
1120,For Rent,Bungalow,Bamburi,Mombasa,3,2,3,157,1.528,2009,0,New,Unfurnished,0,0,1,0,1,1,0,10.5,mid,45000
1124,For Rent,Townhouse,Bamburi,Mombasa,3,2,3,159,,1991,0,Fair,Semi-Furnished,0,0,0,0,0,0,0,10.5,mid,33000
1128,For Rent,Bungalow,Bamburi,Mombasa,5,5,1,180,0.207,1990,0,Fair,Semi-Furnished,0,0,1,0,1,1,0,10.5,mid,67000
1131,For Rent,Bungalow,Bamburi,Mombasa,4,4,3,194,0.454,1995,0,Excellent,Semi-Furnished,0,0,1,0,1,1,0,10.5,mid,47000
1132,For Rent,Townhouse,Bamburi,Mombasa,5,4,3,194,,2009,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,10.5,mid,53000
1133,For Rent,Townhouse,Bamburi,Mombasa,4,3,3,250,,2008,0,Good,Unfurnished,0,0,1,0,0,0,0,10.5,mid,53000
1139,For Rent,Apartment,Kisauni,Mombasa,4,3,2,131,,2010,0,New,Unfurnished,0,0,0,0,1,0,0,8.0,affordable,29000
1140,For Rent,Studio,Kisauni,Mombasa,0,1,1,34,,2000,9,New,Semi-Furnished,0,0,0,0,1,0,0,8.0,affordable,28000
1141,For Rent,Apartment,Kisauni,Mombasa,3,2,1,127,,2008,1,New,Unfurnished,0,0,0,0,1,0,0,8.0,affordable,26000
1143,For Rent,Apartment,Kisauni,Mombasa,3,2,2,164,,1997,9,Fair,Semi-Furnished,0,0,0,0,1,0,0,8.0,affordable,30000
1144,For Rent,Bungalow,Kisauni,Mombasa,3,2,3,123,1.009,2018,0,Excellent,Semi-Furnished,0,0,0,0,1,1,0,8.0,affordable,24000
1145,For Rent,Apartment,Kisauni,Mombasa,2,1,2,46,,2011,9,New,Semi-Furnished,0,0,1,0,1,0,0,8.0,affordable,24000
1149,For Rent,Bungalow,Kisauni,Mombasa,3,2,3,100,0.195,2009,0,Excellent,Furnished,0,0,0,0,0,1,0,8.0,affordable,31000
1150,For Rent,Studio,Kisauni,Mombasa,0,1,2,24,,2001,6,Good,Furnished,0,0,1,0,1,0,0,8.0,affordable,18000
1151,For Rent,Bungalow,Kisauni,Mombasa,5,4,2,207,1.457,2009,0,Excellent,Furnished,0,0,1,0,1,1,0,8.0,affordable,21000
1152,For Rent,Apartment,Kisauni,Mombasa,1,1,1,61,,1990,2,Excellent,Unfurnished,0,0,1,0,0,0,0,8.0,affordable,17000
1153,For Rent,Apartment,Kisauni,Mombasa,2,2,0,113,,2008,6,New,Semi-Furnished,0,0,1,0,1,0,0,8.0,affordable,36000
1154,For Rent,Apartment,Kisauni,Mombasa,1,1,1,77,,1996,5,New,Unfurnished,0,0,0,0,1,0,0,8.0,affordable,25000
1155,For Rent,Apartment,Kisauni,Mombasa,4,3,1,228,,2020,4,Fair,Semi-Furnished,0,0,1,0,1,0,0,8.0,affordable,25000
1156,For Rent,Apartment,Kisauni,Mombasa,4,3,1,145,,1994,9,Excellent,Furnished,0,0,1,0,1,0,0,8.0,affordable,38000
1157,For Rent,Apartment,Kisauni,Mombasa,2,1,0,90,,2020,0,New,Furnished,0,0,1,0,1,0,0,8.0,affordable,31000
1164,For Rent,Apartment,Kizingo,Mombasa,2,1,1,96,,2002,6,New,Unfurnished,1,1,1,0,1,0,0,2.0,upper_mid,129000
1165,For Rent,Townhouse,Kizingo,Mombasa,3,2,2,145,,1990,0,Excellent,Furnished,0,0,0,1,1,0,1,2.0,upper_mid,150000
1167,For Rent,Apartment,Kizingo,Mombasa,2,1,2,119,,2015,12,New,Furnished,1,0,0,1,1,0,1,2.0,upper_mid,123000
1169,For Rent,Apartment,Kizingo,Mombasa,1,1,1,62,,2013,11,New,Furnished,0,0,0,1,0,0,1,2.0,upper_mid,108000
1171,For Rent,Apartment,Kizingo,Mombasa,2,1,1,64,,2018,3,Excellent,Unfurnished,0,0,0,0,1,0,0,2.0,upper_mid,104000
1172,For Rent,Townhouse,Kizingo,Mombasa,3,2,2,115,,2024,0,Excellent,Furnished,0,0,0,1,0,0,1,2.0,upper_mid,98000
1175,For Rent,Apartment,Kizingo,Mombasa,2,1,1,95,,2020,10,Fair,Semi-Furnished,1,0,0,0,1,0,0,2.0,upper_mid,85000
1182,For Rent,Apartment,Kizingo,Mombasa,2,2,2,47,,2009,0,New,Unfurnished,1,0,1,1,0,0,0,2.0,upper_mid,103000
1186,For Rent,Townhouse,Kizingo,Mombasa,4,4,2,135,,1995,0,New,Furnished,1,1,1,1,1,0,0,2.0,upper_mid,107000
1187,For Rent,Townhouse,Kizingo,Mombasa,5,5,1,261,,2017,0,New,Furnished,1,1,1,0,1,0,1,2.0,upper_mid,100000
1188,For Rent,Apartment,Kizingo,Mombasa,2,1,2,93,,2009,9,Excellent,Furnished,1,1,0,1,1,0,1,2.0,upper_mid,99000
1189,For Rent,Studio,Kongowea,Mombasa,0,1,0,39,,1995,12,Good,Furnished,0,0,1,0,1,0,0,7.0,affordable,20000
1190,For Rent,Apartment,Kongowea,Mombasa,2,1,2,141,,2002,10,Excellent,Furnished,0,0,1,0,1,0,0,7.0,affordable,20000
1191,For Rent,Apartment,Kongowea,Mombasa,1,1,1,74,,2024,0,New,Unfurnished,0,0,0,0,1,0,0,7.0,affordable,13000
1192,For Rent,Apartment,Kongowea,Mombasa,1,1,2,91,,2000,2,New,Unfurnished,0,0,0,0,0,0,0,7.0,affordable,17000
1193,For Rent,Apartment,Kongowea,Mombasa,2,1,2,122,,2015,6,Fair,Semi-Furnished,0,0,1,0,1,0,0,7.0,affordable,26000
1194,For Rent,Apartment,Kongowea,Mombasa,3,3,2,123,,2009,9,Excellent,Unfurnished,0,0,1,0,1,0,0,7.0,affordable,21000
1198,For Rent,Apartment,Kongowea,Mombasa,3,2,1,135,,1996,5,Good,Furnished,0,0,0,0,0,0,0,7.0,affordable,34000
1200,For Rent,Apartment,Kongowea,Mombasa,2,1,2,89,,2003,5,Good,Furnished,0,0,0,0,1,0,0,7.0,affordable,26000
1208,For Rent,Bungalow,Kongowea,Mombasa,4,3,3,67,1.491,2018,0,Excellent,Furnished,0,0,0,0,1,1,0,7.0,affordable,41000
1209,For Rent,Apartment,Kongowea,Mombasa,2,1,2,75,,2004,0,New,Unfurnished,0,0,0,0,1,0,0,7.0,affordable,22000
1210,For Rent,Studio,Kongowea,Mombasa,0,1,1,28,,2012,7,Excellent,Unfurnished,0,0,0,0,1,0,0,7.0,affordable,20000
1213,For Rent,Apartment,Kongowea,Mombasa,3,3,1,202,,2011,9,New,Furnished,0,0,0,0,0,0,0,7.0,affordable,32000
1214,For Rent,Apartment,Lighthouse,Mombasa,3,3,2,148,,2005,9,Good,Semi-Furnished,1,0,0,0,1,0,0,2.5,upper_mid,100000
1215,For Rent,Townhouse,Lighthouse,Mombasa,3,2,2,132,,2002,0,Excellent,Unfurnished,0,0,0,1,1,0,1,2.5,upper_mid,54000
1218,For Rent,Apartment,Lighthouse,Mombasa,2,1,1,94,,1994,3,Excellent,Unfurnished,0,0,1,1,1,0,1,2.5,upper_mid,46000
1219,For Rent,Apartment,Lighthouse,Mombasa,1,1,1,75,,2006,11,New,Furnished,1,0,1,1,0,0,0,2.5,upper_mid,73000
1222,For Rent,Maisonette,Lighthouse,Mombasa,3,2,1,119,0.22,2015,0,New,Furnished,0,1,0,1,1,1,1,2.5,upper_mid,44000
1223,For Rent,Maisonette,Lighthouse,Mombasa,3,3,2,157,1.539,2008,0,Excellent,Unfurnished,1,1,1,1,1,1,1,2.5,upper_mid,102000
1226,For Rent,Apartment,Lighthouse,Mombasa,1,1,2,60,,2008,9,Fair,Semi-Furnished,1,1,0,1,0,0,0,2.5,upper_mid,93000
1232,For Rent,Apartment,Lighthouse,Mombasa,3,2,1,123,,2019,2,Fair,Unfurnished,0,1,0,1,1,0,0,2.5,upper_mid,85000
1233,For Rent,Apartment,Lighthouse,Mombasa,4,4,1,210,,1993,11,Excellent,Unfurnished,1,0,0,1,1,0,1,2.5,upper_mid,117000
1234,For Rent,Apartment,Lighthouse,Mombasa,1,1,1,67,,2002,0,Fair,Unfurnished,0,1,0,0,1,0,1,2.5,upper_mid,68000
1236,For Rent,Maisonette,Lighthouse,Mombasa,4,4,3,205,0.961,1996,0,Excellent,Furnished,1,0,0,0,1,1,1,2.5,upper_mid,141000
1237,For Rent,Apartment,Lighthouse,Mombasa,2,1,1,135,,2004,10,Fair,Semi-Furnished,0,0,1,1,1,0,0,2.5,upper_mid,109000
1238,For Rent,Apartment,Lighthouse,Mombasa,1,1,1,90,,2015,2,Excellent,Unfurnished,1,0,1,1,1,0,0,2.5,upper_mid,76000
1239,For Rent,Studio,Likoni,Mombasa,0,1,1,22,,1993,2,Good,Unfurnished,0,0,1,0,1,0,0,5.0,affordable,25000
1240,For Rent,Apartment,Likoni,Mombasa,2,2,1,122,,1995,12,New,Unfurnished,0,0,0,0,1,0,0,5.0,affordable,31000
1241,For Rent,Studio,Likoni,Mombasa,0,1,1,29,,2017,8,Good,Furnished,0,0,0,0,0,0,0,5.0,affordable,28000
1247,For Rent,Bungalow,Likoni,Mombasa,4,3,2,212,0.286,2024,0,Good,Unfurnished,0,0,0,0,1,1,0,5.0,affordable,34000
1249,For Rent,Bungalow,Likoni,Mombasa,3,3,2,139,0.465,2020,0,Excellent,Unfurnished,0,0,0,0,1,1,0,5.0,affordable,44000
1253,For Rent,Apartment,Likoni,Mombasa,1,1,2,62,,1991,10,New,Semi-Furnished,0,0,0,0,1,0,0,5.0,affordable,25000
1260,For Rent,Bungalow,Likoni,Mombasa,4,3,2,200,1.045,2022,0,Good,Unfurnished,0,0,0,0,1,1,0,5.0,affordable,38000
1261,For Rent,Studio,Likoni,Mombasa,0,1,2,32,,2014,5,Good,Unfurnished,0,0,1,0,1,0,0,5.0,affordable,22000
1262,For Rent,Apartment,Likoni,Mombasa,2,1,0,88,,2011,1,New,Unfurnished,0,0,1,0,1,0,0,5.0,affordable,20000
1267,For Rent,Apartment,Mikindani,Mombasa,2,1,0,118,,2006,10,Excellent,Furnished,0,0,0,0,1,0,0,9.0,mid,30000
1268,For Rent,Bungalow,Mikindani,Mombasa,3,2,2,159,0.405,1995,0,New,Semi-Furnished,0,0,0,0,0,1,0,9.0,mid,38000
1271,For Rent,Townhouse,Mikindani,Mombasa,4,3,2,211,,1992,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,9.0,mid,25000
1273,For Rent,Townhouse,Mikindani,Mombasa,4,4,2,127,,2014,0,New,Semi-Furnished,0,0,0,0,1,0,0,9.0,mid,29000
1274,For Rent,Apartment,Mikindani,Mombasa,4,3,0,213,,1999,10,Fair,Unfurnished,0,0,0,0,1,0,0,9.0,mid,20000
1276,For Rent,Apartment,Mikindani,Mombasa,1,1,1,43,,2001,12,Good,Unfurnished,0,0,0,0,0,0,0,9.0,mid,30000
1277,For Rent,Apartment,Mikindani,Mombasa,2,1,0,118,,1993,3,New,Furnished,0,0,1,0,1,0,0,9.0,mid,45000
1279,For Rent,Apartment,Mikindani,Mombasa,2,2,0,81,,1998,1,Excellent,Unfurnished,0,0,1,0,1,0,0,9.0,mid,34000
1280,For Rent,Apartment,Mikindani,Mombasa,4,4,0,200,,1992,12,Excellent,Furnished,0,0,1,0,1,0,0,9.0,mid,36000
1283,For Rent,Apartment,Mikindani,Mombasa,4,4,1,170,,1993,4,New,Unfurnished,0,0,1,0,1,0,0,9.0,mid,40000
1284,For Rent,Apartment,Mikindani,Mombasa,3,3,1,152,,2014,7,New,Semi-Furnished,0,0,1,0,1,0,0,9.0,mid,43000
1287,For Rent,Apartment,Mikindani,Mombasa,3,2,2,122,,2008,4,Good,Unfurnished,0,0,0,0,1,0,0,9.0,mid,48000
1289,For Rent,Apartment,Mtwapa,Mombasa,2,2,2,88,,2000,13,Good,Furnished,0,0,1,0,1,0,0,18.0,affordable,36000
1291,For Rent,Apartment,Mtwapa,Mombasa,2,2,1,106,,2024,5,New,Furnished,0,0,0,0,0,0,0,18.0,affordable,29000
1293,For Rent,Studio,Mtwapa,Mombasa,0,1,1,32,,2007,14,New,Furnished,0,0,0,0,1,0,0,18.0,affordable,22000
1295,For Rent,Apartment,Mtwapa,Mombasa,4,3,1,163,,2009,0,Excellent,Furnished,0,0,0,0,1,0,0,18.0,affordable,36000
1296,For Rent,Apartment,Mtwapa,Mombasa,1,1,2,54,,1993,0,New,Semi-Furnished,0,0,1,0,1,0,0,18.0,affordable,27000
1298,For Rent,Apartment,Mtwapa,Mombasa,1,1,1,68,,2024,9,Good,Semi-Furnished,0,0,1,0,1,0,0,18.0,affordable,31000
1300,For Rent,Apartment,Mtwapa,Mombasa,2,2,1,74,,2001,1,Good,Unfurnished,0,0,1,0,1,0,0,18.0,affordable,29000
1304,For Rent,Apartment,Mtwapa,Mombasa,2,1,0,112,,2012,9,Good,Unfurnished,0,0,1,0,1,0,0,18.0,affordable,21000
1305,For Rent,Apartment,Mtwapa,Mombasa,2,1,2,87,,2022,6,Good,Furnished,0,0,0,0,1,0,0,18.0,affordable,40000
1308,For Rent,Apartment,Mtwapa,Mombasa,1,1,1,73,,1996,4,New,Semi-Furnished,0,0,1,0,1,0,0,18.0,affordable,35000
1310,For Rent,Bungalow,Mtwapa,Mombasa,3,2,2,136,0.462,2014,0,Excellent,Semi-Furnished,0,0,1,0,1,1,0,18.0,affordable,32000
1312,For Rent,Apartment,Mtwapa,Mombasa,3,3,1,145,,1990,4,Excellent,Unfurnished,0,0,0,0,1,0,0,18.0,affordable,29000
1315,For Rent,Bungalow,Mtwapa,Mombasa,3,3,1,100,1.02,1998,0,New,Furnished,0,0,0,0,0,1,0,18.0,affordable,54000
1318,For Rent,Bungalow,Mvita,Mombasa,5,4,2,234,0.038,2022,0,New,Furnished,0,0,1,0,0,1,0,1.5,mid,62000
1319,For Rent,Apartment,Mvita,Mombasa,4,4,0,228,,2002,7,Excellent,Unfurnished,0,0,0,0,1,0,0,1.5,mid,46000
1322,For Rent,Townhouse,Mvita,Mombasa,4,4,1,241,,2011,0,New,Semi-Furnished,0,0,0,0,1,0,0,1.5,mid,47000
1323,For Rent,Apartment,Mvita,Mombasa,2,1,0,133,,2010,9,Excellent,Furnished,0,0,1,0,1,0,0,1.5,mid,39000
1324,For Rent,Apartment,Mvita,Mombasa,2,1,1,119,,2016,2,Excellent,Unfurnished,0,0,1,0,1,0,0,1.5,mid,34000
1325,For Rent,Apartment,Mvita,Mombasa,1,1,1,40,,2010,0,Good,Unfurnished,0,0,0,0,0,0,0,1.5,mid,31000
1326,For Rent,Apartment,Mvita,Mombasa,3,2,1,131,,2013,9,New,Semi-Furnished,0,0,1,0,1,0,0,1.5,mid,51000
1327,For Rent,Apartment,Mvita,Mombasa,3,2,2,108,,2012,5,Good,Semi-Furnished,0,0,0,0,0,0,0,1.5,mid,52000
1328,For Rent,Apartment,Mvita,Mombasa,3,3,1,126,,1999,4,New,Furnished,0,0,1,0,1,0,0,1.5,mid,25000
1329,For Rent,Apartment,Mvita,Mombasa,3,2,0,168,,2012,7,Fair,Furnished,0,0,0,0,1,0,0,1.5,mid,64000
1330,For Rent,Apartment,Mvita,Mombasa,1,1,1,59,,2003,4,New,Unfurnished,0,0,1,0,1,0,0,1.5,mid,33000
1332,For Rent,Apartment,Mvita,Mombasa,1,1,0,55,,2012,3,New,Unfurnished,0,0,0,0,1,0,0,1.5,mid,41000
1336,For Rent,Townhouse,Mvita,Mombasa,4,3,3,166,,2003,0,Excellent,Furnished,0,0,0,0,1,0,0,1.5,mid,48000
1338,For Rent,Townhouse,Mvita,Mombasa,3,3,2,111,,2019,0,Good,Semi-Furnished,0,0,0,0,1,0,0,1.5,mid,57000
1341,For Rent,Townhouse,Mvita,Mombasa,4,3,2,231,,2010,0,Good,Unfurnished,0,0,0,0,1,0,0,1.5,mid,66000
1342,For Rent,Apartment,Mvita,Mombasa,1,1,1,82,,2001,8,New,Furnished,0,0,0,0,1,0,0,1.5,mid,38000
1346,For Rent,Maisonette,Nyali,Mombasa,5,4,1,155,0.164,2003,0,Excellent,Semi-Furnished,1,0,1,1,1,1,1,6.0,upper_mid,166000
1348,For Rent,Maisonette,Nyali,Mombasa,3,2,2,108,0.149,2022,0,Good,Semi-Furnished,0,0,1,1,1,1,1,6.0,upper_mid,160000
1349,For Rent,Maisonette,Nyali,Mombasa,3,2,2,92,0.219,2002,0,Excellent,Semi-Furnished,1,0,0,0,1,1,1,6.0,upper_mid,110000
1350,For Rent,Apartment,Nyali,Mombasa,1,1,2,56,,1997,7,Excellent,Unfurnished,0,1,0,0,1,0,1,6.0,upper_mid,119000
1352,For Rent,Apartment,Nyali,Mombasa,1,1,0,64,,2013,15,Excellent,Semi-Furnished,1,0,1,1,1,0,1,6.0,upper_mid,88000
1353,For Rent,Apartment,Nyali,Mombasa,3,2,2,113,,2000,6,Fair,Semi-Furnished,1,0,0,1,1,0,1,6.0,upper_mid,73000
1360,For Rent,Maisonette,Nyali,Mombasa,4,3,3,158,0.922,2021,0,New,Unfurnished,1,0,1,1,1,1,0,6.0,upper_mid,132000
1367,For Rent,Apartment,Nyali,Mombasa,3,3,2,159,,1993,0,Excellent,Furnished,1,0,0,1,1,0,1,6.0,upper_mid,131000
1368,For Rent,Apartment,Nyali,Mombasa,3,2,1,89,,2024,15,Fair,Furnished,0,0,1,1,1,0,0,6.0,upper_mid,155000
1369,For Rent,Maisonette,Nyali,Mombasa,4,4,2,105,1.556,2010,0,Good,Furnished,0,0,0,1,1,1,1,6.0,upper_mid,109000
1370,For Rent,Apartment,Nyali,Mombasa,1,1,1,71,,2020,1,Fair,Furnished,0,1,1,1,1,0,0,6.0,upper_mid,96000
1371,For Rent,Apartment,Nyali,Mombasa,1,1,0,68,,1998,8,Excellent,Furnished,1,0,0,0,1,0,0,6.0,upper_mid,99000
1374,For Rent,Apartment,Shanzu,Mombasa,1,1,2,66,,1997,1,Excellent,Semi-Furnished,0,0,0,0,1,0,0,15.0,mid,50000
1376,For Rent,Townhouse,Shanzu,Mombasa,5,4,1,249,,2013,0,Excellent,Unfurnished,0,0,1,0,1,0,0,15.0,mid,57000
1377,For Rent,Bungalow,Shanzu,Mombasa,4,4,3,164,0.279,1999,0,New,Furnished,0,0,1,0,1,1,0,15.0,mid,85000
1378,For Rent,Apartment,Shanzu,Mombasa,3,3,2,158,,2014,4,New,Furnished,0,0,1,0,1,0,0,15.0,mid,67000
1380,For Rent,Bungalow,Shanzu,Mombasa,4,4,2,178,0.359,2008,0,Excellent,Unfurnished,0,0,0,0,1,1,0,15.0,mid,53000
1382,For Rent,Apartment,Shanzu,Mombasa,2,1,1,114,,2022,9,New,Semi-Furnished,0,0,0,0,1,0,0,15.0,mid,49000
1383,For Rent,Apartment,Shanzu,Mombasa,2,2,1,102,,2007,9,Good,Unfurnished,0,0,0,0,1,0,0,15.0,mid,37000
1384,For Rent,Townhouse,Shanzu,Mombasa,3,2,1,126,,2009,0,New,Semi-Furnished,0,0,0,0,1,0,0,15.0,mid,22000
1385,For Rent,Townhouse,Shanzu,Mombasa,4,3,3,57,,1998,0,New,Furnished,0,0,1,0,1,0,0,15.0,mid,101000
1388,For Rent,Apartment,Shanzu,Mombasa,4,4,2,262,,2011,5,Excellent,Unfurnished,0,0,0,0,1,0,0,15.0,mid,61000
1389,For Rent,Townhouse,Shanzu,Mombasa,5,4,2,311,,2008,0,Excellent,Unfurnished,0,0,0,0,1,0,0,15.0,mid,78000
1390,For Rent,Apartment,Shanzu,Mombasa,2,1,2,115,,2010,13,Excellent,Furnished,0,0,0,0,1,0,0,15.0,mid,49000
1392,For Rent,Bungalow,Shanzu,Mombasa,3,3,2,168,0.984,2009,0,New,Unfurnished,0,0,0,0,1,1,0,15.0,mid,23000
1393,For Rent,Apartment,Shanzu,Mombasa,2,2,1,111,,2019,3,Excellent,Furnished,0,0,0,0,1,0,0,15.0,mid,86000
1394,For Rent,Apartment,Shanzu,Mombasa,2,2,0,74,,1990,4,Good,Semi-Furnished,0,0,1,0,1,0,0,15.0,mid,89000
1395,For Rent,Bungalow,Shanzu,Mombasa,4,3,1,160,0.958,2024,0,Fair,Semi-Furnished,0,0,0,0,1,1,0,15.0,mid,112000
1396,For Rent,Apartment,Shanzu,Mombasa,4,4,2,173,,1993,14,New,Furnished,0,0,0,0,1,0,0,15.0,mid,75000
1399,For Rent,Apartment,Shanzu,Mombasa,2,2,0,116,,2014,0,New,Unfurnished,0,0,1,0,1,0,0,15.0,mid,50000
1400,For Rent,Townhouse,Shanzu,Mombasa,4,3,1,100,,1996,0,Excellent,Unfurnished,0,0,0,0,1,0,0,15.0,mid,63000
1401,For Rent,Apartment,Shanzu,Mombasa,4,3,1,162,,2008,13,Good,Unfurnished,0,0,1,0,0,0,0,15.0,mid,55000
1404,For Rent,Bungalow,Tudor,Mombasa,4,3,2,205,0.193,1991,0,Good,Unfurnished,0,0,0,0,1,1,0,3.0,affordable,35000
1405,For Rent,Studio,Tudor,Mombasa,0,1,1,25,,2012,3,Excellent,Semi-Furnished,0,0,1,0,1,0,0,3.0,affordable,27000
1406,For Rent,Studio,Tudor,Mombasa,0,1,2,31,,2022,6,New,Semi-Furnished,0,0,0,0,1,0,0,3.0,affordable,29000
1407,For Rent,Studio,Tudor,Mombasa,0,1,0,30,,1993,13,Excellent,Semi-Furnished,0,0,0,0,1,0,0,3.0,affordable,27000
1408,For Rent,Studio,Tudor,Mombasa,0,1,2,30,,2007,5,New,Furnished,0,0,1,0,1,0,0,3.0,affordable,31000
